Employee ID,First Name,Last Name,Email Address,Department,Job Level,Tenure,Pay Rate,Gender,Ethnicity,Tenure Date,Report Effective Date,Status,Annual Salary,Education,Tenure_Today
43,Saul,Palma-Valle,saul.palma-valle@widgetcorp.com,Engineering,Analyst,2.459605099,41.28,Male,4,2016-07-15,2018-12-31,Active,85862.4,High School Diploma,4.35
471,Giovanni,Hernandez,giovanni.hernandez@widgetcorp.com,Engineering,Associate,5.091741237,41.2,Male,4,2013-11-27,2018-12-31,Active,85696,Master,6.98
120,Joseph,Stewart,joseph.stewart@widgetcorp.com,Engineering,Associate,3.290004294,40.99,Male,1,2015-09-16,2018-12-31,Active,85259.2,Some College,5.18
447,Jijo,Nguyen,jijo.nguyen@widgetcorp.com,Engineering,Analyst,4.98912102,40.74,Male,2,2014-01-03,2018-12-31,Active,84739.2,Some College,6.88
206,Horlando,Estrada,horlando.estrada@widgetcorp.com,Engineering,Analyst,3.808822534,40.49,Male,4,2015-03-10,2018-12-31,Active,84219.2,High School Diploma,5.7
864,Erin,Kubit,erin.kubit@widgetcorp.com,Engineering,Manager,7.548891904,39.94,Female,2,2011-06-13,2018-12-31,Active,83075.2,Some College,9.44
385,Amaris,Rios,amaris.rios@widgetcorp.com,Engineering,Manager,4.721647079,38.4,Female,4,2014-04-11,2018-12-31,Active,79872,High School Diploma,6.61
429,Shalise,Phillips,shalise.phillips@widgetcorp.com,Engineering,Manager,4.919033859,38.33,Female,3,2014-01-29,2018-12-31,Active,79726.4,Some College,6.81
446,Thao,Xiong,thao.xiong@widgetcorp.com,Engineering,Manager,4.984770742,38.22,Female,2,2014-01-05,2018-12-31,Active,79497.6,Bachelor,6.88
748,Carissa,Mendoza,carissa.mendoza@widgetcorp.com,Engineering,Manager,6.526703983,37.98,Female,4,2012-06-21,2018-12-31,Active,78998.4,High School Diploma,8.42
2,Sivilize,Ellett,sivilize.ellett@widgetcorp.com,Engineering,Analyst,0.8499138104,37.62,Male,2,2018-02-23,2018-12-31,Active,78249.6,Some College,2.74
760,Ricky,Elhussen,ricky.elhussen@widgetcorp.com,Engineering,Manager,6.634108663,37.61,Male,3,2012-05-12,2018-12-31,Active,78228.8,Some College,8.53
65,Calvin,Nguyen,calvin.nguyen@widgetcorp.com,Engineering,Analyst,2.747743348,37.56,Male,2,2016-04-01,2018-12-31,Active,78124.8,High School Diploma,4.64
781,Nohelia,Unruh,nohelia.unruh@widgetcorp.com,Engineering,Manager,6.756850232,37.12,Female,1,2012-03-29,2018-12-31,Active,77209.6,Some College,8.65
62,Abdur Razzaaq,el-Hallal,abdur razzaaq.el-hallal@widgetcorp.com,Engineering,Analyst,2.717825643,36.69,Male,6,2016-04-12,2018-12-31,Active,76315.2,Some College,4.61
391,Alec,Larson,alec.larson@widgetcorp.com,Engineering,Analyst,4.745536999,36.25,Male,5,2014-04-02,2018-12-31,Active,75400,Bachelor,6.64
652,Katrina,Pluto,katrina.pluto@widgetcorp.com,Engineering,Manager,5.97680288,36.15,Female,2,2013-01-07,2018-12-31,Active,75192,Bachelor,7.87
753,Simone,Schwartz,simone.schwartz@widgetcorp.com,Engineering,Associate,6.567986877,35.8,Female,5,2012-06-06,2018-12-31,Active,74464,High School Diploma,8.46
647,Toby,Hager,toby.hager@widgetcorp.com,Engineering,Associate,5.953020138,35.52,Male,5,2013-01-16,2018-12-31,Active,73881.6,High School Diploma,7.85
279,Freddy,Galvan,freddy.galvan@widgetcorp.com,Engineering,Associate,4.16268773,35.51,Male,4,2014-11-01,2018-12-31,Active,73860.8,High School Diploma,6.06
91,Kenneth,Linhardt,kenneth.linhardt@widgetcorp.com,Engineering,Analyst,3.037242707,35.47,Male,5,2015-12-17,2018-12-31,Active,73777.6,Some College,4.93
379,Nicholas,Stewart,nicholas.stewart@widgetcorp.com,Engineering,Associate,4.693301302,35.01,Male,5,2014-04-21,2018-12-31,Active,72820.8,PhD,6.59
180,Thomas,Elder,thomas.elder@widgetcorp.com,Engineering,Analyst,3.701469751,34.92,Male,5,2015-04-19,2018-12-31,Active,72633.6,High School Diploma,5.59
133,Daniel,Poudyal,daniel.poudyal@widgetcorp.com,Engineering,Analyst,3.382673179,34.38,Male,2,2015-08-13,2018-12-31,Active,71510.4,Some College,5.28
679,Tanner,Smith,tanner.smith@widgetcorp.com,Engineering,Associate,6.175187564,34.26,Male,5,2012-10-27,2018-12-31,Active,71260.8,Some College,8.07
332,Justin,Rojas-Hudson,justin.rojas-hudson@widgetcorp.com,Engineering,Associate,4.459587919,34.15,Male,3,2014-07-16,2018-12-31,Active,71032,High School Diploma,6.35
141,Matea,Dick,matea.dick@widgetcorp.com,Engineering,Associate,3.447173073,33.65,Female,1,2015-07-20,2018-12-31,Active,69992,Some College,5.34
624,Humaira,el-Sawaya,humaira.el-sawaya@widgetcorp.com,Engineering,Associate,5.834498585,33.52,Female,6,2013-02-28,2018-12-31,Active,69721.6,Bachelor,7.73
36,Hayden,Lovelace,hayden.lovelace@widgetcorp.com,Engineering,Analyst,2.380145015,33.4,Male,1,2016-08-13,2018-12-31,Active,69472,Some College,4.27
619,Rachel,Arndt,rachel.arndt@widgetcorp.com,Engineering,Associate,5.814682705,33.36,Female,5,2013-03-08,2018-12-31,Active,69388.8,Master,7.71
778,Shaahira,el-Uddin,shaahira.el-uddin@widgetcorp.com,Engineering,Associate,6.733055821,33.04,Female,6,2012-04-06,2018-12-31,Active,68723.2,High School Diploma,8.63
399,Cassandra,Choudhry,cassandra.choudhry@widgetcorp.com,Engineering,Associate,4.781518866,32.01,Female,2,2014-03-20,2018-12-31,Active,66580.8,Master,6.67
333,Joselyne,Rojas Mendoza,joselyne.rojas mendoza@widgetcorp.com,Engineering,Associate,4.46243741,31.82,Female,4,2014-07-15,2018-12-31,Active,66185.6,High School Diploma,6.35
498,Janiece,Gutierrez,janiece.gutierrez@widgetcorp.com,Engineering,Associate,5.222728717,31.54,Female,4,2013-10-10,2018-12-31,Active,65603.2,Some College,7.12
278,Julius,Lewis,julius.lewis@widgetcorp.com,Engineering,Associate,4.139587008,31.15,Male,3,2014-11-10,2018-12-31,Active,64792,Some College,6.03
80,Davier,Guardipee,davier.guardipee@widgetcorp.com,Engineering,Analyst,2.905426439,31.14,Male,1,2016-02-03,2018-12-31,Active,64771.2,PhD,4.8
195,Joshua,Bonser,joshua.bonser@widgetcorp.com,Engineering,Analyst,3.762385619,30.38,Male,1,2015-03-27,2018-12-31,Active,63190.4,High School Diploma,5.66
203,Caroline,Ho,caroline.ho@widgetcorp.com,Engineering,Analyst,3.799130548,29.46,Female,2,2015-03-14,2018-12-31,Active,61276.8,High School Diploma,5.69
587,Ryan,Guerrero,ryan.guerrero@widgetcorp.com,Engineering,Associate,5.64562069,29.12,Male,1,2013-05-08,2018-12-31,Active,60569.6,High School Diploma,7.54
52,Saalima,al-Abdelnour,saalima.al-abdelnour@widgetcorp.com,Engineering,Analyst,2.529021892,29.05,Female,6,2016-06-20,2018-12-31,Active,60424,Some College,4.42
22,Michael,Paskemin,michael.paskemin@widgetcorp.com,Engineering,Analyst,2.147720127,28.95,Male,1,2016-11-06,2018-12-31,Active,60216,Master,4.04
627,Tyra,Copeland,tyra.copeland@widgetcorp.com,Engineering,Analyst,5.856915102,28.73,Female,3,2013-02-20,2018-12-31,Active,59758.4,Master,7.75
233,Laaiqa,al-Vohra,laaiqa.al-vohra@widgetcorp.com,Engineering,Analyst,3.9452468,28.5,Female,6,2015-01-19,2018-12-31,Active,59280,High School Diploma,5.84
501,Juan,Dorado Garcia,juan.dorado garcia@widgetcorp.com,Engineering,Associate,5.234702392,28.27,Male,4,2013-10-06,2018-12-31,Active,58801.6,High School Diploma,7.13
232,Ramziyya,el-Baksh,ramziyya.el-baksh@widgetcorp.com,Engineering,Analyst,3.942005336,28.26,Female,6,2015-01-21,2018-12-31,Active,58780.8,High School Diploma,5.83
349,Sarah,Billups,sarah.billups@widgetcorp.com,Engineering,Analyst,4.517194521,27.92,Female,2,2014-06-25,2018-12-31,Active,58073.6,Some College,6.41
85,Nico,Carter,nico.carter@widgetcorp.com,Engineering,Analyst,2.949872839,27.37,Male,1,2016-01-18,2018-12-31,Active,56929.6,High School Diploma,4.84
469,Demetria,Aguilar,demetria.aguilar@widgetcorp.com,Engineering,Analyst,5.087065877,27.25,Female,4,2013-11-28,2018-12-31,Active,56680,High School Diploma,6.98
316,Alexandra,Wagner,alexandra.wagner@widgetcorp.com,Engineering,Analyst,4.375628432,27.18,Female,5,2014-08-15,2018-12-31,Active,56534.4,Bachelor,6.27
238,Jai,Pruitt,jai.pruitt@widgetcorp.com,Engineering,Analyst,3.962324852,26.5,Female,3,2015-01-13,2018-12-31,Active,55120,Bachelor,5.86
41,Sakeena,el-Semaan,sakeena.el-semaan@widgetcorp.com,Engineering,Analyst,2.431234875,26.49,Female,6,2016-07-25,2018-12-31,Active,55099.2,Some College,4.33
71,Leah,Ford,leah.ford@widgetcorp.com,Engineering,Analyst,2.825283931,26.4,Female,5,2016-03-04,2018-12-31,Active,54912,High School Diploma,4.72
165,Tawheeda,al-Kaiser,tawheeda.al-kaiser@widgetcorp.com,Engineering,Analyst,3.617016386,25.82,Female,6,2015-05-19,2018-12-31,Active,53705.6,PhD,5.51
526,Saxon,Dodson,saxon.dodson@widgetcorp.com,Engineering,Analyst,5.356724533,25.06,Male,3,2013-08-22,2018-12-31,Active,52124.8,Master,7.25
75,Andrea,Chavelas-Rosas,andrea.chavelas-rosas@widgetcorp.com,Engineering,Analyst,2.875813136,23.79,Female,4,2016-02-14,2018-12-31,Active,49483.2,High School Diploma,4.77
883,Brylle,Soto,brylle.soto@widgetcorp.com,Executive,VP,7.73843443,92.22,Male,2,2011-04-05,2018-12-31,Active,191817.6,Some College,9.63
899,Ariana,Carranza,ariana.carranza@widgetcorp.com,Executive,VP,7.986882274,85.57,Female,4,2011-01-04,2018-12-31,Active,177985.6,Master,9.88
620,Cristian,Lerma,cristian.lerma@widgetcorp.com,Executive,Manager,5.823801055,79.29,Male,4,2013-03-04,2018-12-31,Active,164923.2,Bachelor,7.72
23,Bintang,Muramatsu,bintang.muramatsu@widgetcorp.com,Executive,Analyst,2.183736473,67,Male,2,2016-10-24,2018-12-31,Active,139360,High School Diploma,4.08
553,Morgan,Sonoda,morgan.sonoda@widgetcorp.com,Executive,Manager,5.477191605,65,Female,2,2013-07-09,2018-12-31,Active,135200,High School Diploma,7.37
281,Austin,Esparza,austin.esparza@widgetcorp.com,Executive,Analyst,4.167346686,51.42,Male,4,2014-10-30,2018-12-31,Active,106953.6,Bachelor,6.06
149,Carolyn,Berhanu,carolyn.berhanu@widgetcorp.com,Executive,Analyst,3.525044005,47.02,Female,3,2015-06-22,2018-12-31,Active,97801.6,Some College,5.42
168,Mackenzie,Quinby,mackenzie.quinby@widgetcorp.com,Executive,Analyst,3.623293743,44.76,Female,5,2015-05-17,2018-12-31,Active,93100.8,Some College,5.52
860,Xavier,Evans,xavier.evans@widgetcorp.com,Finance,Director,7.491096101,74.88,Male,3,2011-07-04,2018-12-31,Active,155750.4,High School Diploma,9.39
171,Derrick,Siewiyumptewa,derrick.siewiyumptewa@widgetcorp.com,Finance,Director,3.638073597,60.18,Male,1,2015-05-12,2018-12-31,Active,125174.4,Bachelor,5.53
172,Joshua,Moore,joshua.moore@widgetcorp.com,Finance,Associate,3.639072071,46.4,Male,3,2015-05-11,2018-12-31,Active,96512,Some College,5.53
402,David,Nack,david.nack@widgetcorp.com,Finance,Associate,4.787813216,45.43,Male,1,2014-03-18,2018-12-31,Active,94494.4,Bachelor,6.68
179,William,Bailey,william.bailey@widgetcorp.com,Finance,Associate,3.698572846,44.43,Male,1,2015-04-20,2018-12-31,Active,92414.4,Some College,5.59
880,Mckenzy,Ahasteen,mckenzy.ahasteen@widgetcorp.com,Finance,Director,7.683499954,44.38,Female,1,2011-04-25,2018-12-31,Active,92310.4,PhD,9.58
270,Ethan,Gonzales,ethan.gonzales@widgetcorp.com,Finance,Associate,4.118788139,37.17,Male,4,2014-11-17,2018-12-31,Active,77313.6,Some College,6.01
559,Jessica,Robblee,jessica.robblee@widgetcorp.com,Finance,Manager,5.522333096,36.92,Female,5,2013-06-22,2018-12-31,Active,76793.6,Some College,7.42
483,Badr,al-Shehadeh,badr.al-shehadeh@widgetcorp.com,Finance,Analyst,5.156839733,33.3,Male,6,2013-11-03,2018-12-31,Active,69264,Bachelor,7.05
111,Mickel,Campbell,mickel.campbell@widgetcorp.com,Finance,Analyst,3.227222963,32.49,Male,3,2015-10-09,2018-12-31,Active,67579.2,Master,5.12
646,Annie,Shreves,annie.shreves@widgetcorp.com,Finance,Associate,5.949466665,32.4,Female,5,2013-01-17,2018-12-31,Active,67392,Master,7.84
351,Fatima,Kekahbah,fatima.kekahbah@widgetcorp.com,Finance,Associate,4.542250512,31.56,Female,1,2014-06-15,2018-12-31,Active,65644.8,Master,6.44
463,Daisy,Gamez,daisy.gamez@widgetcorp.com,Finance,Associate,5.055597152,31.48,Female,4,2013-12-10,2018-12-31,Active,65478.4,Some College,6.95
250,Sarah,Tran,sarah.tran@widgetcorp.com,Finance,Associate,4.028661048,31.42,Female,2,2014-12-20,2018-12-31,Active,65353.6,High School Diploma,5.92
638,Turfa,el-Bashir,turfa.el-bashir@widgetcorp.com,Finance,Associate,5.89249659,31.05,Female,6,2013-02-07,2018-12-31,Active,64584,High School Diploma,7.79
412,Kelsey,Fisher,kelsey.fisher@widgetcorp.com,Finance,Analyst,4.839202872,29.39,Female,5,2014-02-27,2018-12-31,Active,61131.2,Bachelor,6.73
352,Mawdood,al-Mohamad,mawdood.al-mohamad@widgetcorp.com,Finance,Analyst,4.543445006,29.37,Male,6,2014-06-15,2018-12-31,Active,61089.6,Bachelor,6.44
35,Nuchi,Cung,nuchi.cung@widgetcorp.com,Finance,Analyst,2.372281254,28.29,Female,2,2016-08-16,2018-12-31,Active,58843.2,Master,4.27
